Character 1,Weight 1,Acceleration 1,Top Speed 1,Handling 1,On Road Traction 1,Mini Turbo 1,Character 2,Weight 2,Acceleration 2,Top Speed 2,Handling 2,On Road Traction 2,Mini Turbo 2,Map,Outcome,Effective Acceleration 1,Effective Acceleration 2,Effective Speed 1,Effective Speed 2,Power-Ups 1,Power-Ups 2
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,feather,"red_shell, star"
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,3.5,2.5,2.4000000000000004,4.800000000000001,"thunderbolt, thunderbolt","red_shell, feather"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,choco_island,bowser,3.3,0,2.4000000000000004,8.0,"feather, thunderbolt","thunderbolt, red_shell"
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,feather,"thunderbolt, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,donut_plains,donkey_kong_jr,0.19999999999999996,0,8.0,8.0,feather,"red_shell, mushroom"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,vanilla_lake,bowser,1.4,0,7.3,10.5,feather,"mushroom, star"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,0,0.19999999999999996,8.0,8.0,green_shell,"mushroom, feather"
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,vanilla_lake,luigi,1.4,1.4,7.3,7.3,banana_peel,
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,"thunderbolt, mushroom, mushroom","star, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,"red_shell, feather, thunderbolt",green_shell
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,donut_plains,bowser,0,3.2,8.0,2.4000000000000004,,thunderbolt
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,koopa_beach,bowser,0,2.3,10.5,6.2,"star, red_shell","mushroom, thunderbolt"
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,choco_island,donkey_kong_jr,0.30000000000000004,2.3,8.0,4.800000000000001,feather,"coin, thunderbolt"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,vanilla_lake,bowser,1.4,0,7.3,10.5,"mushroom, coin",coin
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,vanilla_lake,toad,3.4,3.4,3.1,4.15,"thunderbolt, mushroom",feather
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,donut_plains,yoshi,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,,
yoshi,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,thunderbolt,"star, red_shell"
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,rainbow_road,toad,0,3.5,8.0,3.2,mushroom,red_shell
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,3.2,star,red_shell
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,2.3,0,6.2,10.5,"star, thunderbolt, red_shell",feather
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,donut_plains,Tie,1.1999999999999997,1.1999999999999997,5.6000000000000005,5.6000000000000005,"mushroom, green_shell","thunderbolt, red_shell"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,donut_plains,bowser,3.2,0,2.4000000000000004,8.0,red_shell,mushroom
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,koopa_beach,luigi,1.3000000000000003,1.3000000000000003,7.3,7.3,"feather, thunderbolt",star
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,"mushroom, star, mushroom","mushroom, red_shell"
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,donut_plains,princess_peach,2.2,2.2,4.800000000000001,4.800000000000001,star,banana_peel
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,donut_plains,Tie,3.1999999999999997,0,3.2,8.0,"feather, banana_peel","green_shell, mushroom"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,0,0.19999999999999996,8.0,8.0,"thunderbolt, red_shell",
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,mushroom,star
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,yoshi,2.5,3.5,4.800000000000001,2.4000000000000004,"feather, star, mushroom","thunderbolt, thunderbolt"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,thunderbolt,"star, red_shell"
princess_peach,4,3,6,5,3,4,bowser,10,0,10,0,6,0,rainbow_road,princess_peach,2.5,0,4.800000000000001,8.0,"feather, thunderbolt","star, thunderbolt"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,3.1,10.5,thunderbolt,
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,koopa_beach,luigi,3.3,1.3000000000000003,3.1,7.3,"red_shell, mushroom, coin","feather, mushroom"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,feather,"star, green_shell"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,"thunderbolt, red_shell",thunderbolt
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,koopa_beach,bowser,1.3000000000000003,0,7.3,10.5,"red_shell, mushroom",star
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,0,2.5,8.0,4.800000000000001,"red_shell, feather",red_shell
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,3.3000000000000003,0.30000000000000004,3.2,8.0,red_shell,"feather, thunderbolt, green_shell"
donkey_kong_jr,8,1,10,2,10,1,luigi,6,2,7,5,5,3,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,thunderbolt,
donkey_kong_jr,8,1,10,2,10,1,mario,6,2,7,4,4,3,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,"feather, coin",red_shell
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,"thunderbolt, banana_peel",feather
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,donut_plains,bowser,0,3.2,8.0,2.4000000000000004,,mushroom
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,vanilla_lake,princess_peach,2.4,3.4,6.2,4.15,"thunderbolt, red_shell","thunderbolt, thunderbolt"
luigi,6,2,7,5,5,3,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,star,"banana_peel, red_shell"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,3.3000000000000003,0,4.15,10.5,"mushroom, thunderbolt",star
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,donut_plains,yoshi,0,2.2,8.0,4.800000000000001,"star, star","star, mushroom, banana_peel"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,0,0.30000000000000004,10.5,10.4,,"star, coin"
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,rainbow_road,Tie,2.5,2.5,4.800000000000001,4.800000000000001,,
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,star,"coin, mushroom"
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,rainbow_road,bowser,0,1.5,8.0,5.6000000000000005,,feather
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"star, star",coin
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,donut_plains,bowser,0,1.1999999999999997,8.0,5.6000000000000005,thunderbolt,"feather, red_shell"
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,3.3,0,3.1,10.5,feather,
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"mushroom, star","feather, red_shell, mushroom"
donkey_kong_jr,8,1,10,2,10,1,bowser,10,0,10,0,6,0,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,,"thunderbolt, star"
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,thunderbolt,mushroom
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"feather, mushroom","red_shell, red_shell, mushroom"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,koopa_beach,bowser,0,3.3,10.5,3.1,mushroom,star
donkey_kong_jr,8,1,10,2,10,1,princess_peach,4,3,6,5,3,4,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,"mushroom, feather",red_shell
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,choco_island,princess_peach,2.3,3.3,4.800000000000001,2.4000000000000004,,"mushroom, coin"
yoshi,4,3,6,5,3,4,princess_peach,4,3,6,5,3,4,vanilla_lake,yoshi,2.4,2.4,6.2,6.2,"feather, mushroom",feather
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,rainbow_road,toad,3.5,0,3.2,8.0,"feather, star, mushroom",mushroom
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,donut_plains,toad,0.19999999999999996,3.1999999999999997,8.0,3.2,,"thunderbolt, green_shell, feather"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,feather,"coin, green_shell, red_shell"
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,choco_island,luigi,3.3,1.3000000000000003,2.4000000000000004,5.6000000000000005,"coin, red_shell, red_shell","red_shell, thunderbolt"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,mushroom,"thunderbolt, thunderbolt"
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,feather,mushroom
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,thunderbolt,thunderbolt
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,vanilla_lake,bowser,0,3.4,10.5,3.1,,"red_shell, coin"
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,"mushroom, red_shell","banana_peel, mushroom"
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,3.2,2.2,2.4000000000000004,4.800000000000001,"coin, red_shell, feather",thunderbolt
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,koopa_beach,princess_peach,2.3,3.3000000000000003,6.2,4.15,star,"mushroom, feather"
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,star,"mushroom, feather"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,"thunderbolt, star","red_shell, red_shell"
bowser,10,0,10,0,6,0,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,0,0.4,10.5,10.4,,"mushroom, banana_peel"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,choco_island,yoshi,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,"star, thunderbolt, red_shell",thunderbolt
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,3.4,0,4.15,10.5,"green_shell, mushroom","red_shell, star"
bowser,10,0,10,0,6,0,mario,6,2,7,4,4,3,rainbow_road,bowser,0,1.5,8.0,5.6000000000000005,coin,"feather, star"
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,"feather, star",thunderbolt
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"mushroom, thunderbolt","mushroom, star"
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"thunderbolt, feather","thunderbolt, thunderbolt, feather"
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,donut_plains,yoshi,3.1999999999999997,2.2,3.2,4.800000000000001,,
bowser,10,0,10,0,6,0,mario,6,2,7,4,4,3,vanilla_lake,bowser,0,1.4,10.5,7.3,red_shell,"star, thunderbolt"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,thunderbolt,"red_shell, mushroom"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,thunderbolt,
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,"mushroom, star",feather
luigi,6,2,7,5,5,3,toad,3,4,4,7,3,4,vanilla_lake,luigi,1.4,3.4,7.3,4.15,mushroom,thunderbolt
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,vanilla_lake,bowser,1.4,0,7.3,10.5,star,"feather, feather"
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"red_shell, banana_peel, thunderbolt",banana_peel
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,"mushroom, banana_peel",banana_peel
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,feather,"thunderbolt, thunderbolt"
mario,6,2,7,4,4,3,princess_peach,4,3,6,5,3,4,vanilla_lake,mario,1.4,2.4,7.3,6.2,"feather, feather",star
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,donut_plains,princess_peach,3.2,2.2,2.4000000000000004,4.800000000000001,coin,"thunderbolt, star, star"
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,thunderbolt,"mushroom, star"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,choco_island,yoshi,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,feather,star
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,2.5,2.5,4.800000000000001,4.800000000000001,,feather
princess_peach,4,3,6,5,3,4,mario,6,2,7,4,4,3,vanilla_lake,mario,2.4,1.4,6.2,7.3,"red_shell, thunderbolt",feather
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,donut_plains,Tie,3.1999999999999997,0,3.2,8.0,banana_peel,banana_peel
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,"star, banana_peel","red_shell, mushroom"
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"feather, thunderbolt",
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,3.4,0.4,3.1,10.4,"mushroom, green_shell","feather, coin"
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,rainbow_road,princess_peach,2.5,3.5,4.800000000000001,2.4000000000000004,banana_peel,"feather, thunderbolt, red_shell"
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,donut_plains,princess_peach,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,,"star, feather"
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,,"red_shell, star, star"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,koopa_beach,mario,1.3000000000000003,3.3000000000000003,7.3,4.15,"coin, star, red_shell",thunderbolt
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,koopa_beach,princess_peach,2.3,3.3,6.2,3.1,"star, coin",feather
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,,
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,,star
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,2.3,0.30000000000000004,4.800000000000001,8.0,"mushroom, thunderbolt","star, green_shell"
toad,3,4,4,7,3,4,luigi,6,2,7,5,5,3,vanilla_lake,luigi,3.4,1.4,4.15,7.3,red_shell,red_shell
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,vanilla_lake,princess_peach,3.4,2.4,3.1,6.2,"feather, red_shell","star, star"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,green_shell,feather
princess_peach,4,3,6,5,3,4,yoshi,4,3,6,5,3,4,vanilla_lake,Tie,2.4,2.4,6.2,6.2,"thunderbolt, mushroom","star, thunderbolt"
mario,6,2,7,4,4,3,bowser,10,0,10,0,6,0,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,star,mushroom
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,donut_plains,princess_peach,2.2,3.2,4.800000000000001,2.4000000000000004,"mushroom, star",
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,choco_island,yoshi,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,star,
yoshi,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,donut_plains,yoshi,2.2,3.2,4.800000000000001,2.4000000000000004,star,thunderbolt
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,vanilla_lake,donkey_kong_jr,3.4,0.4,4.15,10.4,"red_shell, mushroom",
bowser,10,0,10,0,6,0,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,0,2.5,8.0,4.800000000000001,"thunderbolt, red_shell","red_shell, red_shell"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,banana_peel,
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,vanilla_lake,yoshi,2.4,3.4,6.2,4.15,banana_peel,red_shell
yoshi,4,3,6,5,3,4,luigi,6,2,7,5,5,3,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"mushroom, star","star, red_shell"
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,rainbow_road,princess_peach,0,2.5,8.0,4.800000000000001,"red_shell, red_shell","feather, banana_peel"
mario,6,2,7,4,4,3,yoshi,4,3,6,5,3,4,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,,
toad,3,4,4,7,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,feather,"banana_peel, thunderbolt, coin"
yoshi,4,3,6,5,3,4,mario,6,2,7,4,4,3,vanilla_lake,mario,2.4,1.4,6.2,7.3,coin,"star, feather"
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,choco_island,yoshi,2.3,0,4.800000000000001,8.0,"star, red_shell","red_shell, coin"
luigi,6,2,7,5,5,3,mario,6,2,7,4,4,3,rainbow_road,mario,1.5,1.5,5.6000000000000005,5.6000000000000005,,star
koopa_troopa,2,4,3,8,1,4,donkey_kong_jr,8,1,10,2,10,1,koopa_beach,donkey_kong_jr,3.3,0.30000000000000004,3.1,10.4,mushroom,feather
princess_peach,4,3,6,5,3,4,luigi,6,2,7,5,5,3,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,mushroom,
donkey_kong_jr,8,1,10,2,10,1,toad,3,4,4,7,3,4,rainbow_road,donkey_kong_jr,0.5,3.5,8.0,3.2,"red_shell, banana_peel",banana_peel
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,koopa_beach,bowser,2.3,0,6.2,10.5,coin,"feather, banana_peel"
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,donut_plains,toad,3.2,3.1999999999999997,2.4000000000000004,3.2,,"red_shell, feather, green_shell"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,star,thunderbolt
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,donut_plains,toad,3.1999999999999997,2.2,3.2,4.800000000000001,"thunderbolt, thunderbolt",green_shell
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,,red_shell
toad,3,4,4,7,3,4,yoshi,4,3,6,5,3,4,koopa_beach,yoshi,3.3000000000000003,2.3,4.15,6.2,"thunderbolt, coin",
toad,3,4,4,7,3,4,mario,6,2,7,4,4,3,vanilla_lake,mario,3.4,1.4,4.15,7.3,,"mushroom, red_shell"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,"red_shell, coin","red_shell, coin, thunderbolt"
koopa_troopa,2,4,3,8,1,4,luigi,6,2,7,5,5,3,donut_plains,luigi,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,"feather, star",red_shell
koopa_troopa,2,4,3,8,1,4,toad,3,4,4,7,3,4,vanilla_lake,toad,3.4,3.4,3.1,4.15,mushroom,"banana_peel, star, mushroom"
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,choco_island,toad,0,3.3000000000000003,8.0,3.2,coin,"thunderbolt, thunderbolt"
bowser,10,0,10,0,6,0,princess_peach,4,3,6,5,3,4,vanilla_lake,bowser,0,2.4,10.5,6.2,mushroom,"thunderbolt, thunderbolt"
luigi,6,2,7,5,5,3,yoshi,4,3,6,5,3,4,vanilla_lake,luigi,1.4,2.4,7.3,6.2,mushroom,
koopa_troopa,2,4,3,8,1,4,yoshi,4,3,6,5,3,4,vanilla_lake,yoshi,3.4,2.4,3.1,6.2,"coin, red_shell, red_shell","thunderbolt, thunderbolt"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,choco_island,toad,3.3000000000000003,0,3.2,8.0,"mushroom, thunderbolt","red_shell, feather"
princess_peach,4,3,6,5,3,4,donkey_kong_jr,8,1,10,2,10,1,rainbow_road,donkey_kong_jr,2.5,0.5,4.800000000000001,8.0,banana_peel,"red_shell, red_shell"
luigi,6,2,7,5,5,3,bowser,10,0,10,0,6,0,koopa_beach,bowser,1.3000000000000003,0,7.3,10.5,"mushroom, red_shell",star
koopa_troopa,2,4,3,8,1,4,princess_peach,4,3,6,5,3,4,koopa_beach,princess_peach,3.3,2.3,3.1,6.2,"thunderbolt, mushroom","red_shell, thunderbolt"
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,donut_plains,bowser,0,3.2,8.0,2.4000000000000004,"feather, star",thunderbolt
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,vanilla_lake,yoshi,2.4,3.4,6.2,4.15,feather,feather
koopa_troopa,2,4,3,8,1,4,bowser,10,0,10,0,6,0,donut_plains,bowser,3.2,0,2.4000000000000004,8.0,star,"feather, red_shell, red_shell"
toad,3,4,4,7,3,4,bowser,10,0,10,0,6,0,donut_plains,bowser,3.1999999999999997,0,3.2,8.0,"coin, thunderbolt","star, star, feather"
mario,6,2,7,4,4,3,toad,3,4,4,7,3,4,donut_plains,toad,1.1999999999999997,3.1999999999999997,5.6000000000000005,3.2,red_shell,"thunderbolt, mushroom"
mario,6,2,7,4,4,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,"thunderbolt, green_shell",red_shell
toad,3,4,4,7,3,4,princess_peach,4,3,6,5,3,4,choco_island,toad,3.3000000000000003,2.3,3.2,4.800000000000001,"thunderbolt, red_shell, coin",feather
princess_peach,4,3,6,5,3,4,koopa_troopa,2,4,3,8,1,4,vanilla_lake,princess_peach,2.4,3.4,6.2,3.1,"mushroom, feather",
bowser,10,0,10,0,6,0,mario,6,2,7,4,4,3,vanilla_lake,bowser,0,1.4,10.5,7.3,"mushroom, star",
bowser,10,0,10,0,6,0,koopa_troopa,2,4,3,8,1,4,koopa_beach,bowser,0,3.3,10.5,3.1,coin,"feather, thunderbolt"
bowser,10,0,10,0,6,0,toad,3,4,4,7,3,4,vanilla_lake,bowser,0,3.4,10.5,4.15,"feather, feather","thunderbolt, mushroom"
luigi,6,2,7,5,5,3,donkey_kong_jr,8,1,10,2,10,1,choco_island,donkey_kong_jr,1.3000000000000003,0.30000000000000004,5.6000000000000005,8.0,coin,star
bowser,10,0,10,0,6,0,luigi,6,2,7,5,5,3,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,,feather
donkey_kong_jr,8,1,10,2,10,1,luigi,6,2,7,5,5,3,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,"thunderbolt, banana_peel, star",coin
princess_peach,4,3,6,5,3,4,toad,3,4,4,7,3,4,koopa_beach,princess_peach,2.3,3.3000000000000003,6.2,4.15,,"thunderbolt, feather"
yoshi,4,3,6,5,3,4,bowser,10,0,10,0,6,0,vanilla_lake,bowser,2.4,0,6.2,10.5,"feather, star","thunderbolt, feather"
yoshi,4,3,6,5,3,4,toad,3,4,4,7,3,4,donut_plains,yoshi,2.2,3.1999999999999997,4.800000000000001,3.2,"red_shell, star, mushroom",thunderbolt
donkey_kong_jr,8,1,10,2,10,1,yoshi,4,3,6,5,3,4,rainbow_road,donkey_kong_jr,0.5,2.5,8.0,4.800000000000001,"banana_peel, red_shell",feather
