Character 1,Character 2,Map,Outcome,Effective Acceleration 1,Effective Acceleration 2,Effective Speed 1,Effective Speed 2,Power-Ups 1,Power-Ups 2
luigi,bowser,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,[['feather']],[[]]
koopa_troopa,luigi,koopa_beach,luigi,3.3,1.3000000000000003,3.1,7.3,[['green_shell']],[['feather']]
luigi,koopa_troopa,koopa_beach,luigi,1.3000000000000003,3.3,7.3,3.1,[['banana_peel']],"[['coin', 'thunderbolt']]"
bowser,luigi,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"[['red_shell', 'mushroom']]",[['star']]
donkey_kong_jr,bowser,vanilla_lake,donkey_kong_jr,0.4,0,10.4,10.5,[[]],[['coin']]
bowser,yoshi,koopa_beach,bowser,0,2.3,10.5,6.2,[['red_shell']],"[['thunderbolt', 'coin']]"
bowser,yoshi,vanilla_lake,bowser,0,2.4,10.5,6.2,[[]],[['mushroom']]
luigi,toad,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,[['red_shell']],[[]]
koopa_troopa,toad,donut_plains,toad,3.2,3.1999999999999997,2.4000000000000004,3.2,"[['red_shell', 'thunderbolt']]","[['feather', 'star', 'red_shell']]"
luigi,toad,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,[[]],[['red_shell']]
donkey_kong_jr,yoshi,donut_plains,donkey_kong_jr,0.19999999999999996,2.2,8.0,4.800000000000001,[['star']],[[]]
koopa_troopa,luigi,donut_plains,luigi,3.2,1.1999999999999997,2.4000000000000004,5.6000000000000005,[['feather']],[['red_shell']]
princess_peach,toad,vanilla_lake,princess_peach,2.4,3.4,6.2,4.15,[['feather']],[['thunderbolt']]
mario,luigi,koopa_beach,mario,1.3000000000000003,1.3000000000000003,7.3,7.3,"[['star', 'feather']]",[['coin']]
bowser,mario,choco_island,bowser,0,1.3000000000000003,8.0,5.6000000000000005,[['feather']],[['mushroom']]
donkey_kong_jr,luigi,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,"[['coin', 'feather']]",[['star']]
koopa_troopa,yoshi,rainbow_road,yoshi,3.5,2.5,2.4000000000000004,4.800000000000001,"[['thunderbolt', 'thunderbolt']]","[['red_shell', 'thunderbolt']]"
bowser,koopa_troopa,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,[['feather']],[[]]
bowser,koopa_troopa,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,"[['mushroom', 'thunderbolt']]",[[]]
luigi,mario,vanilla_lake,luigi,1.4,1.4,7.3,7.3,"[['thunderbolt', 'thunderbolt']]",[[]]
luigi,bowser,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,[['mushroom']],[['red_shell']]
donkey_kong_jr,luigi,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,[['thunderbolt']],"[['feather', 'feather', 'coin']]"
toad,bowser,choco_island,toad,3.3000000000000003,0,3.2,8.0,"[['coin', 'star']]",[['red_shell']]
bowser,koopa_troopa,rainbow_road,bowser,0,3.5,8.0,2.4000000000000004,[[]],"[['banana_peel', 'red_shell']]"
koopa_troopa,toad,koopa_beach,toad,3.3,3.3000000000000003,3.1,4.15,[['feather']],"[['mushroom', 'star']]"
bowser,toad,choco_island,toad,0,3.3000000000000003,8.0,3.2,[['thunderbolt']],[[]]
koopa_troopa,princess_peach,rainbow_road,princess_peach,3.5,2.5,2.4000000000000004,4.800000000000001,"[['green_shell', 'mushroom']]","[['green_shell', 'feather']]"
koopa_troopa,bowser,vanilla_lake,bowser,3.4,0,3.1,10.5,"[['feather', 'red_shell', 'mushroom']]",[[]]
mario,princess_peach,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,[[]],[[]]
mario,koopa_troopa,choco_island,mario,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,"[['green_shell', 'green_shell']]",[['red_shell']]
luigi,koopa_troopa,vanilla_lake,luigi,1.4,3.4,7.3,3.1,"[['star', 'thunderbolt', 'thunderbolt']]",[[]]
mario,koopa_troopa,vanilla_lake,mario,1.4,3.4,7.3,3.1,[['thunderbolt']],"[['thunderbolt', 'mushroom', 'green_shell']]"
mario,bowser,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,[['mushroom']],[[]]
yoshi,princess_peach,koopa_beach,princess_peach,2.3,2.3,6.2,6.2,"[['mushroom', 'banana_peel']]","[['star', 'star', 'feather']]"
mario,koopa_troopa,donut_plains,mario,1.1999999999999997,3.2,5.6000000000000005,2.4000000000000004,"[['red_shell', 'mushroom', 'red_shell']]","[['feather', 'thunderbolt', 'feather']]"
luigi,mario,koopa_beach,luigi,1.3000000000000003,1.3000000000000003,7.3,7.3,[['thunderbolt']],[[]]
luigi,mario,vanilla_lake,luigi,1.4,1.4,7.3,7.3,"[['green_shell', 'star']]",[[]]
koopa_troopa,mario,vanilla_lake,mario,3.4,1.4,3.1,7.3,"[['mushroom', 'thunderbolt']]",[['feather']]
luigi,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,[['red_shell']],"[['mushroom', 'feather']]"
bowser,donkey_kong_jr,vanilla_lake,donkey_kong_jr,0,0.4,10.5,10.4,[['coin']],"[['red_shell', 'thunderbolt']]"
yoshi,toad,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,[['coin']],"[['star', 'red_shell']]"
luigi,donkey_kong_jr,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"[['thunderbolt', 'star']]",[['feather']]
toad,bowser,rainbow_road,toad,3.5,0,3.2,8.0,"[['feather', 'mushroom']]",[['red_shell']]
princess_peach,yoshi,koopa_beach,yoshi,2.3,2.3,6.2,6.2,"[['green_shell', 'mushroom']]","[['star', 'feather']]"
princess_peach,mario,rainbow_road,princess_peach,2.5,1.5,4.800000000000001,5.6000000000000005,"[['red_shell', 'star']]",[['red_shell']]
yoshi,luigi,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,[['green_shell']],"[['red_shell', 'feather', 'mushroom']]"
yoshi,bowser,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,[['mushroom']],"[['thunderbolt', 'mushroom', 'mushroom']]"
toad,princess_peach,koopa_beach,princess_peach,3.3000000000000003,2.3,4.15,6.2,[['feather']],[[]]
luigi,donkey_kong_jr,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,"[['star', 'star']]","[['star', 'star']]"
princess_peach,donkey_kong_jr,donut_plains,donkey_kong_jr,2.2,0.19999999999999996,4.800000000000001,8.0,[['star']],"[['feather', 'mushroom']]"
luigi,mario,choco_island,luigi,1.3000000000000003,1.3000000000000003,5.6000000000000005,5.6000000000000005,[['thunderbolt']],[[]]
mario,bowser,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,"[['mushroom', 'star']]",[['coin']]
princess_peach,yoshi,donut_plains,yoshi,2.2,2.2,4.800000000000001,4.800000000000001,"[['green_shell', 'green_shell', 'mushroom']]","[['star', 'red_shell', 'star']]"
bowser,luigi,donut_plains,bowser,0,1.1999999999999997,8.0,5.6000000000000005,[['thunderbolt']],"[['feather', 'red_shell', 'red_shell']]"
yoshi,luigi,vanilla_lake,luigi,2.4,1.4,6.2,7.3,[['mushroom']],"[['mushroom', 'thunderbolt', 'red_shell']]"
donkey_kong_jr,princess_peach,choco_island,donkey_kong_jr,0.30000000000000004,2.3,8.0,4.800000000000001,[['banana_peel']],[['red_shell']]
luigi,bowser,rainbow_road,luigi,1.5,0,5.6000000000000005,8.0,"[['mushroom', 'red_shell', 'star']]",[[]]
donkey_kong_jr,bowser,donut_plains,donkey_kong_jr,0.19999999999999996,0,8.0,8.0,[['red_shell']],[[]]
donkey_kong_jr,bowser,koopa_beach,donkey_kong_jr,0.30000000000000004,0,10.4,10.5,[['star']],[['star']]
donkey_kong_jr,luigi,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,[['banana_peel']],[['feather']]
princess_peach,luigi,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,"[['feather', 'coin']]",[['red_shell']]
donkey_kong_jr,luigi,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,"[['star', 'thunderbolt']]",[[]]
luigi,donkey_kong_jr,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,"[['thunderbolt', 'red_shell']]","[['banana_peel', 'mushroom']]"
mario,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,"[['red_shell', 'star']]","[['mushroom', 'thunderbolt']]"
mario,bowser,vanilla_lake,bowser,1.4,0,7.3,10.5,"[['star', 'mushroom']]","[['mushroom', 'star']]"
princess_peach,yoshi,donut_plains,yoshi,2.2,2.2,4.800000000000001,4.800000000000001,[[]],"[['star', 'mushroom', 'red_shell']]"
toad,luigi,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,[['thunderbolt']],[['mushroom']]
princess_peach,toad,koopa_beach,princess_peach,2.3,3.3000000000000003,6.2,4.15,"[['red_shell', 'thunderbolt']]",[[]]
bowser,donkey_kong_jr,koopa_beach,donkey_kong_jr,0,0.30000000000000004,10.5,10.4,[['red_shell']],[['star']]
donkey_kong_jr,yoshi,choco_island,donkey_kong_jr,0.30000000000000004,2.3,8.0,4.800000000000001,[['coin']],"[['red_shell', 'thunderbolt', 'coin']]"
luigi,toad,koopa_beach,luigi,1.3000000000000003,3.3000000000000003,7.3,4.15,[[]],[['thunderbolt']]
mario,donkey_kong_jr,rainbow_road,donkey_kong_jr,1.5,0.5,5.6000000000000005,8.0,[[]],[[]]
yoshi,luigi,koopa_beach,luigi,2.3,1.3000000000000003,6.2,7.3,[[]],[['star']]
bowser,yoshi,choco_island,Tie,0,2.3,8.0,4.800000000000001,"[['feather', 'feather', 'mushroom']]",[['star']]
toad,koopa_troopa,choco_island,toad,3.3000000000000003,3.3,3.2,2.4000000000000004,"[['mushroom', 'mushroom']]",[['star']]
bowser,yoshi,donut_plains,yoshi,0,2.2,8.0,4.800000000000001,[[]],[['red_shell']]
koopa_troopa,donkey_kong_jr,choco_island,donkey_kong_jr,3.3,0.30000000000000004,2.4000000000000004,8.0,[['feather']],[['red_shell']]
yoshi,toad,choco_island,yoshi,2.3,3.3000000000000003,4.800000000000001,3.2,"[['banana_peel', 'thunderbolt']]","[['star', 'coin']]"
mario,princess_peach,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,"[['coin', 'red_shell', 'red_shell']]","[['banana_peel', 'green_shell', 'mushroom']]"
bowser,princess_peach,choco_island,princess_peach,0,2.3,8.0,4.800000000000001,[['thunderbolt']],[['thunderbolt']]
luigi,yoshi,choco_island,yoshi,1.3000000000000003,2.3,5.6000000000000005,4.800000000000001,[[]],[[]]
luigi,mario,koopa_beach,mario,1.3000000000000003,1.3000000000000003,7.3,7.3,[['thunderbolt']],"[['star', 'red_shell']]"
princess_peach,luigi,vanilla_lake,luigi,2.4,1.4,6.2,7.3,"[['red_shell', 'red_shell', 'mushroom']]",[['red_shell']]
toad,mario,vanilla_lake,mario,3.4,1.4,4.15,7.3,"[['coin', 'feather', 'thunderbolt']]",[[]]
koopa_troopa,princess_peach,donut_plains,princess_peach,3.2,2.2,2.4000000000000004,4.800000000000001,"[['red_shell', 'feather']]",[['thunderbolt']]
princess_peach,mario,choco_island,princess_peach,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,[['banana_peel']],[['feather']]
koopa_troopa,princess_peach,choco_island,princess_peach,3.3,2.3,2.4000000000000004,4.800000000000001,[[]],[['feather']]
mario,toad,vanilla_lake,mario,1.4,3.4,7.3,4.15,"[['coin', 'feather']]","[['banana_peel', 'green_shell']]"
bowser,mario,koopa_beach,bowser,0,1.3000000000000003,10.5,7.3,"[['feather', 'thunderbolt']]",[['mushroom']]
yoshi,mario,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"[['mushroom', 'star']]","[['red_shell', 'feather']]"
toad,bowser,donut_plains,bowser,3.1999999999999997,0,3.2,8.0,[['feather']],"[['banana_peel', 'feather']]"
yoshi,luigi,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,[['banana_peel']],"[['mushroom', 'star']]"
bowser,donkey_kong_jr,koopa_beach,donkey_kong_jr,0,0.30000000000000004,10.5,10.4,"[['thunderbolt', 'mushroom', 'star']]","[['feather', 'thunderbolt']]"
koopa_troopa,toad,rainbow_road,toad,3.5,3.5,2.4000000000000004,3.2,"[['feather', 'mushroom', 'coin']]","[['star', 'mushroom', 'red_shell']]"
koopa_troopa,bowser,rainbow_road,bowser,3.5,0,2.4000000000000004,8.0,[['mushroom']],"[['red_shell', 'mushroom']]"
yoshi,bowser,choco_island,yoshi,2.3,0,4.800000000000001,8.0,"[['thunderbolt', 'banana_peel', 'mushroom']]","[['mushroom', 'thunderbolt']]"
koopa_troopa,princess_peach,rainbow_road,princess_peach,3.5,2.5,2.4000000000000004,4.800000000000001,"[['red_shell', 'banana_peel']]","[['thunderbolt', 'mushroom']]"
princess_peach,yoshi,koopa_beach,Tie,2.3,2.3,6.2,6.2,[[]],[[]]
toad,koopa_troopa,rainbow_road,toad,3.5,3.5,3.2,2.4000000000000004,[['thunderbolt']],[['thunderbolt']]
donkey_kong_jr,toad,donut_plains,donkey_kong_jr,0.19999999999999996,3.1999999999999997,8.0,3.2,[['banana_peel']],[[]]
toad,koopa_troopa,rainbow_road,toad,3.5,3.5,3.2,2.4000000000000004,[['mushroom']],[[]]
mario,princess_peach,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,"[['red_shell', 'feather']]","[['mushroom', 'red_shell']]"
luigi,princess_peach,vanilla_lake,luigi,1.4,2.4,7.3,6.2,[['mushroom']],[['thunderbolt']]
toad,koopa_troopa,rainbow_road,toad,3.5,3.5,3.2,2.4000000000000004,"[['feather', 'thunderbolt']]","[['banana_peel', 'star']]"
toad,bowser,vanilla_lake,bowser,3.4,0,4.15,10.5,[['star']],[['red_shell']]
donkey_kong_jr,luigi,vanilla_lake,donkey_kong_jr,0.4,1.4,10.4,7.3,"[['mushroom', 'thunderbolt']]","[['red_shell', 'thunderbolt']]"
yoshi,bowser,donut_plains,yoshi,2.2,0,4.800000000000001,8.0,[['thunderbolt']],[['mushroom']]
donkey_kong_jr,luigi,rainbow_road,donkey_kong_jr,0.5,1.5,8.0,5.6000000000000005,[['red_shell']],"[['banana_peel', 'coin']]"
mario,koopa_troopa,vanilla_lake,mario,1.4,3.4,7.3,3.1,"[['mushroom', 'star']]",[['red_shell']]
toad,donkey_kong_jr,rainbow_road,donkey_kong_jr,3.5,0.5,3.2,8.0,[['feather']],"[['red_shell', 'banana_peel']]"
luigi,donkey_kong_jr,koopa_beach,donkey_kong_jr,1.3000000000000003,0.30000000000000004,7.3,10.4,"[['banana_peel', 'star', 'mushroom']]",[['thunderbolt']]
luigi,bowser,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,"[['star', 'coin']]",[['thunderbolt']]
koopa_troopa,yoshi,donut_plains,yoshi,3.2,2.2,2.4000000000000004,4.800000000000001,"[['thunderbolt', 'feather', 'red_shell']]",[['star']]
mario,toad,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,[['banana_peel']],[['thunderbolt']]
mario,bowser,rainbow_road,bowser,1.5,0,5.6000000000000005,8.0,[[]],[['red_shell']]
luigi,princess_peach,rainbow_road,princess_peach,1.5,2.5,5.6000000000000005,4.800000000000001,[['mushroom']],[['thunderbolt']]
princess_peach,donkey_kong_jr,vanilla_lake,donkey_kong_jr,2.4,0.4,6.2,10.4,"[['star', 'star', 'star']]",[['green_shell']]
koopa_troopa,toad,choco_island,toad,3.3,3.3000000000000003,2.4000000000000004,3.2,"[['red_shell', 'thunderbolt', 'mushroom']]",[[]]
yoshi,bowser,donut_plains,yoshi,2.2,0,4.800000000000001,8.0,"[['banana_peel', 'coin', 'star']]","[['mushroom', 'green_shell', 'red_shell']]"
donkey_kong_jr,yoshi,vanilla_lake,donkey_kong_jr,0.4,2.4,10.4,6.2,[['feather']],"[['star', 'thunderbolt']]"
luigi,koopa_troopa,choco_island,luigi,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,[['coin']],[['star']]
luigi,toad,choco_island,toad,1.3000000000000003,3.3000000000000003,5.6000000000000005,3.2,[['star']],"[['star', 'thunderbolt']]"
toad,princess_peach,rainbow_road,toad,3.5,2.5,3.2,4.800000000000001,[['feather']],[[]]
bowser,princess_peach,vanilla_lake,bowser,0,2.4,10.5,6.2,[[]],"[['feather', 'green_shell']]"
yoshi,princess_peach,rainbow_road,yoshi,2.5,2.5,4.800000000000001,4.800000000000001,[['mushroom']],[['red_shell']]
toad,princess_peach,choco_island,princess_peach,3.3000000000000003,2.3,3.2,4.800000000000001,[['star']],[['mushroom']]
mario,donkey_kong_jr,vanilla_lake,donkey_kong_jr,1.4,0.4,7.3,10.4,[['red_shell']],"[['coin', 'star']]"
toad,mario,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,[['coin']],[['banana_peel']]
bowser,yoshi,vanilla_lake,bowser,0,2.4,10.5,6.2,[['mushroom']],[['mushroom']]
donkey_kong_jr,bowser,donut_plains,donkey_kong_jr,0.19999999999999996,0,8.0,8.0,"[['star', 'banana_peel', 'thunderbolt']]",[['red_shell']]
toad,luigi,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,"[['mushroom', 'star']]","[['thunderbolt', 'star']]"
bowser,toad,vanilla_lake,bowser,0,3.4,10.5,4.15,[[]],[['thunderbolt']]
koopa_troopa,toad,vanilla_lake,toad,3.4,3.4,3.1,4.15,"[['mushroom', 'thunderbolt']]",[['feather']]
yoshi,princess_peach,vanilla_lake,princess_peach,2.4,2.4,6.2,6.2,[[]],[['thunderbolt']]
donkey_kong_jr,luigi,choco_island,donkey_kong_jr,0.30000000000000004,1.3000000000000003,8.0,5.6000000000000005,"[['feather', 'mushroom']]",[[]]
toad,luigi,donut_plains,toad,3.1999999999999997,1.1999999999999997,3.2,5.6000000000000005,"[['feather', 'thunderbolt']]",[['red_shell']]
luigi,toad,koopa_beach,luigi,1.3000000000000003,3.3000000000000003,7.3,4.15,"[['star', 'star']]","[['mushroom', 'thunderbolt']]"
princess_peach,koopa_troopa,donut_plains,princess_peach,2.2,3.2,4.800000000000001,2.4000000000000004,[['red_shell']],[['banana_peel']]
mario,bowser,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,[[]],"[['red_shell', 'thunderbolt', 'red_shell']]"
luigi,koopa_troopa,choco_island,luigi,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,[['red_shell']],[['thunderbolt']]
yoshi,bowser,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,"[['mushroom', 'thunderbolt']]",[['feather']]
luigi,koopa_troopa,rainbow_road,luigi,1.5,3.5,5.6000000000000005,2.4000000000000004,[['feather']],[[]]
princess_peach,yoshi,rainbow_road,princess_peach,2.5,2.5,4.800000000000001,4.800000000000001,"[['thunderbolt', 'star', 'feather']]",[[]]
yoshi,luigi,donut_plains,yoshi,2.2,1.1999999999999997,4.800000000000001,5.6000000000000005,"[['mushroom', 'feather']]",[[]]
donkey_kong_jr,luigi,koopa_beach,donkey_kong_jr,0.30000000000000004,1.3000000000000003,10.4,7.3,[['mushroom']],[['star']]
yoshi,bowser,vanilla_lake,bowser,2.4,0,6.2,10.5,[['coin']],"[['thunderbolt', 'red_shell']]"
luigi,koopa_troopa,rainbow_road,luigi,1.5,3.5,5.6000000000000005,2.4000000000000004,"[['red_shell', 'red_shell']]",[[]]
bowser,toad,choco_island,bowser,0,3.3000000000000003,8.0,3.2,"[['feather', 'mushroom']]",[[]]
luigi,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,[['red_shell']],[['thunderbolt']]
princess_peach,toad,koopa_beach,princess_peach,2.3,3.3000000000000003,6.2,4.15,[['thunderbolt']],"[['green_shell', 'red_shell']]"
luigi,princess_peach,donut_plains,princess_peach,1.1999999999999997,2.2,5.6000000000000005,4.800000000000001,"[['banana_peel', 'banana_peel', 'red_shell']]","[['thunderbolt', 'thunderbolt']]"
luigi,yoshi,vanilla_lake,luigi,1.4,2.4,7.3,6.2,"[['coin', 'green_shell', 'feather']]",[['red_shell']]
toad,yoshi,choco_island,yoshi,3.3000000000000003,2.3,3.2,4.800000000000001,[['banana_peel']],"[['thunderbolt', 'thunderbolt', 'mushroom']]"
donkey_kong_jr,koopa_troopa,rainbow_road,donkey_kong_jr,0.5,3.5,8.0,2.4000000000000004,[[]],[['mushroom']]
luigi,yoshi,rainbow_road,yoshi,1.5,2.5,5.6000000000000005,4.800000000000001,[['feather']],[['red_shell']]
luigi,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,"[['star', 'green_shell']]",[['feather']]
luigi,mario,vanilla_lake,luigi,1.4,1.4,7.3,7.3,[['thunderbolt']],[[]]
koopa_troopa,mario,koopa_beach,mario,3.3,1.3000000000000003,3.1,7.3,[['thunderbolt']],[['red_shell']]
yoshi,princess_peach,donut_plains,yoshi,2.2,2.2,4.800000000000001,4.800000000000001,"[['mushroom', 'banana_peel']]",[['thunderbolt']]
toad,mario,choco_island,toad,3.3000000000000003,1.3000000000000003,3.2,5.6000000000000005,[['feather']],"[['feather', 'thunderbolt']]"
bowser,toad,donut_plains,bowser,0,3.1999999999999997,8.0,3.2,"[['red_shell', 'coin']]","[['red_shell', 'red_shell']]"
luigi,mario,vanilla_lake,Tie,1.4,1.4,7.3,7.3,[['feather']],[['star']]
koopa_troopa,toad,donut_plains,toad,3.2,3.1999999999999997,2.4000000000000004,3.2,"[['star', 'red_shell']]",[['star']]
donkey_kong_jr,princess_peach,koopa_beach,donkey_kong_jr,0.30000000000000004,2.3,10.4,6.2,"[['feather', 'thunderbolt']]",[['coin']]
mario,luigi,vanilla_lake,mario,1.4,1.4,7.3,7.3,"[['feather', 'thunderbolt']]",[['thunderbolt']]
mario,donkey_kong_jr,donut_plains,donkey_kong_jr,1.1999999999999997,0.19999999999999996,5.6000000000000005,8.0,"[['green_shell', 'banana_peel']]",[['thunderbolt']]
bowser,princess_peach,donut_plains,princess_peach,0,2.2,8.0,4.800000000000001,[['feather']],"[['mushroom', 'star']]"
mario,bowser,vanilla_lake,bowser,1.4,0,7.3,10.5,"[['red_shell', 'red_shell']]",[[]]
bowser,yoshi,koopa_beach,bowser,0,2.3,10.5,6.2,[[]],[[]]
luigi,toad,vanilla_lake,luigi,1.4,3.4,7.3,4.15,"[['thunderbolt', 'thunderbolt', 'banana_peel']]",[['feather']]
koopa_troopa,donkey_kong_jr,koopa_beach,donkey_kong_jr,3.3,0.30000000000000004,3.1,10.4,"[['star', 'feather']]",[[]]
toad,yoshi,koopa_beach,yoshi,3.3000000000000003,2.3,4.15,6.2,"[['feather', 'coin']]",[['mushroom']]
luigi,bowser,vanilla_lake,bowser,1.4,0,7.3,10.5,"[['red_shell', 'green_shell']]",[['feather']]
yoshi,bowser,rainbow_road,yoshi,2.5,0,4.800000000000001,8.0,"[['red_shell', 'star', 'star']]",[['feather']]
luigi,koopa_troopa,vanilla_lake,luigi,1.4,3.4,7.3,3.1,[['banana_peel']],"[['mushroom', 'star']]"
koopa_troopa,mario,koopa_beach,mario,3.3,1.3000000000000003,3.1,7.3,[['star']],[['red_shell']]
koopa_troopa,mario,koopa_beach,mario,3.3,1.3000000000000003,3.1,7.3,[['star']],"[['thunderbolt', 'red_shell']]"
bowser,toad,koopa_beach,bowser,0,3.3000000000000003,10.5,4.15,"[['star', 'banana_peel']]",[[]]
princess_peach,yoshi,vanilla_lake,Tie,2.4,2.4,6.2,6.2,[['feather']],[['star']]
princess_peach,donkey_kong_jr,koopa_beach,donkey_kong_jr,2.3,0.30000000000000004,6.2,10.4,"[['feather', 'thunderbolt', 'red_shell']]","[['red_shell', 'mushroom']]"
yoshi,bowser,koopa_beach,bowser,2.3,0,6.2,10.5,[['mushroom']],"[['feather', 'feather']]"
princess_peach,donkey_kong_jr,donut_plains,donkey_kong_jr,2.2,0.19999999999999996,4.800000000000001,8.0,"[['feather', 'thunderbolt']]",[['red_shell']]
toad,princess_peach,koopa_beach,princess_peach,3.3000000000000003,2.3,4.15,6.2,[['thunderbolt']],[[]]
luigi,koopa_troopa,choco_island,luigi,1.3000000000000003,3.3,5.6000000000000005,2.4000000000000004,"[['feather', 'green_shell']]","[['thunderbolt', 'feather']]"
luigi,mario,koopa_beach,luigi,1.3000000000000003,1.3000000000000003,7.3,7.3,"[['red_shell', 'mushroom']]",[['thunderbolt']]
mario,yoshi,koopa_beach,mario,1.3000000000000003,2.3,7.3,6.2,[['feather']],"[['coin', 'star']]"
yoshi,mario,rainbow_road,yoshi,2.5,1.5,4.800000000000001,5.6000000000000005,"[['red_shell', 'star', 'red_shell']]","[['banana_peel', 'banana_peel']]"
yoshi,toad,donut_plains,yoshi,2.2,3.1999999999999997,4.800000000000001,3.2,"[['banana_peel', 'red_shell', 'feather']]",[[]]
luigi,bowser,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,"[['mushroom', 'thunderbolt']]",[['star']]
mario,toad,vanilla_lake,mario,1.4,3.4,7.3,4.15,"[['mushroom', 'red_shell']]",[['feather']]
donkey_kong_jr,mario,donut_plains,donkey_kong_jr,0.19999999999999996,1.1999999999999997,8.0,5.6000000000000005,[['thunderbolt']],"[['star', 'feather']]"
bowser,princess_peach,koopa_beach,bowser,0,2.3,10.5,6.2,[['star']],[['mushroom']]
bowser,mario,rainbow_road,bowser,0,1.5,8.0,5.6000000000000005,[['green_shell']],[['mushroom']]
luigi,bowser,choco_island,bowser,1.3000000000000003,0,5.6000000000000005,8.0,[['star']],"[['thunderbolt', 'feather']]"
donkey_kong_jr,luigi,donut_plains,donkey_kong_jr,0.19999999999999996,1.1999999999999997,8.0,5.6000000000000005,"[['star', 'mushroom', 'thunderbolt']]","[['banana_peel', 'thunderbolt']]"
bowser,toad,rainbow_road,toad,0,3.5,8.0,3.2,"[['star', 'mushroom']]",[['mushroom']]
yoshi,donkey_kong_jr,choco_island,donkey_kong_jr,2.3,0.30000000000000004,4.800000000000001,8.0,"[['mushroom', 'red_shell']]",[['star']]
yoshi,mario,choco_island,yoshi,2.3,1.3000000000000003,4.800000000000001,5.6000000000000005,"[['mushroom', 'red_shell']]","[['feather', 'star']]"
donkey_kong_jr,koopa_troopa,koopa_beach,donkey_kong_jr,0.30000000000000004,3.3,10.4,3.1,"[['star', 'thunderbolt']]",[['mushroom']]
princess_peach,toad,vanilla_lake,princess_peach,2.4,3.4,6.2,4.15,[[]],[['feather']]
mario,koopa_troopa,koopa_beach,mario,1.3000000000000003,3.3,7.3,3.1,[['red_shell']],[['coin']]
toad,luigi,rainbow_road,toad,3.5,1.5,3.2,5.6000000000000005,"[['mushroom', 'mushroom']]","[['red_shell', 'thunderbolt']]"
mario,bowser,donut_plains,bowser,1.1999999999999997,0,5.6000000000000005,8.0,"[['red_shell', 'feather']]","[['thunderbolt', 'thunderbolt']]"
koopa_troopa,yoshi,choco_island,yoshi,3.3,2.3,2.4000000000000004,4.800000000000001,[['green_shell']],"[['mushroom', 'banana_peel']]"
luigi,yoshi,koopa_beach,luigi,1.3000000000000003,2.3,7.3,6.2,"[['feather', 'star']]","[['feather', 'star']]"
